Title,Paper URL,Specific URL,Github URL,Language,Size,Activity,Age (years),Popularity,Documentation,Dependencies,Special features,Native Extensions,Custom Build,Complex Dependency Graph,Multi-Service Required,Pipeline Complexity,Model Size Heavy,Tested,Standalone Friendly,Entry Points (Scripts),Entry Points (Tests),Path / Source,Detection Method,Execution Command,Hardware (GPU/CPU),External Credentials,Dataset Dependency,Known problems,Terminate,Memory profile,Load profile
OpenEvolve,https://arxiv.org/pdf/2103.16196v2,,https://github.com/codelion/openevolve,Python,5K LOC,Active,4,1.2k stars/ 91 forks,README in repo,8,"It uses Large Language Models to optimize code through an iterative process.
It orchestrates a pipeline of LLM-based code generation, evaluation, and selection to continuously improve programs for a variety of tasks.", No,No,No,Yes,Yes,No,Yes,No,openevolve-run.py (Primary),tests/,"openevolve-run.py
examples/function_minimization/
examples/circle_packing/
configs/
openevolve/
tests/
README.md ","README “Quick Start” shows runner and example paths
Repository tree exposes openevolve-run.py, examples/, configs/, tests/
Example configs default to OpenAI-compatible provider via OPENAI_API_KEY","export OPENAI_API_KEY=""your_api_key"" (source: README Quick Start)
python openevolve-run.py examples/function_minimization/initial_program.py examples/function_minimization/evaluator.py --config examples/function_minimization/config.yaml --iterations 50 (source: README Quick Start)
python openevolve-run.py examples/circle_packing/initial_program.py examples/circle_packing/evaluator.py --config examples/circle_packing/config.yaml --iterations 100 (source: README / examples)
pytest -q (source: tests/ present)",CPU (GPU optional for some domains),OPENAI_API_KEY required (OpenAI-compatible endpoint),None (examples operate on bundled code/evaluators),,Yes,"openevolve-run.py:
total memory forecasted: 5.333 MB
peak memory forecasted: 2.304 MB

function_minimization/initial_program.py:
total memory forecasted: 5.247 MB
peak memory forecasted: 1.913 MB

circle_packing/initial_program.py:
total memory forecasted: 244.511 MB
peak memory forecasted: 26.231 MB

eval.py:
total memory forecasted: 20.487 MB
peak memory forecasted: 9.935 MB

data_api.py:
total memory forecasted: 5.758 MB
peak memory forecasted: 1.261 MB

cli.py:
total memory forecasted: 5.308 MB
peak memory forecasted: 3.056 MB",??
whisper,https://arxiv.org/pdf/2307.08234v2,,https://github.com/openai/whisper,Python,20k LOC,Active,2,82.2 k stars/ 9.9k forks,README in repo,7,"It is a general-purpose speech recognition model.
It is compapitble with Python 3.8-3.11.
It may need rust installed in case tiktoken does not provide a pre-built wheel for the target platform.",Yes,Yes,Yes,No,No,Yes,Yes,Yes,python -m whisper.transcribe (Primary); whisper (console script); whisper/transcribe.py,tests/,"whisper/transcribe.py
whisper/
tests/
README.md
pyproject.toml","README sections “Setup”, “Command-line usage”, “Python usage” indicate CLI and module runner
Repo tree shows whisper/ package and transcribe.py ","PYTHONPATH=. python -m whisper.transcribe --help (source: README → Command-line usage)
PYTHONPATH=. python -c ""import whisper; print(hasattr(whisper, 'load_model'))"" (source: README → Python usage)
PYTHONPATH=. python -m whisper.transcribe audio.wav --model base (source: README → Command-line usage)",CPU or GPU (GPU recommended; VRAM needs vary by model),None,User-provided audio files; model weights auto-download on first use,,Yes,"total memory forecasted: 10240.0 MB
peak memory forecasted: 12288.0 MB",??
generals-bots,https://arxiv.org/abs/2507.06825,https://arxiv.org/pdf/2507.06825,https://github.com/strakam/generals-bots,Python,3.5–4K LOC,Active,3,55 stars / 6 forks,README + Wiki. Install/use shown; examples linked.,7,"Python-based reinforcement learning environment for the game Generals.io.
Includes multiple agent baselines, replay GUI, and both Gymnasium and PettingZoo wrappers.
Designed for research and experimentation with multi-agent game strategies.
Easily extendable with custom agents and compatible with standard RL toolkits.", No,No,No,No,No,No,Yes,Yes,examples/complete_example.py (Primary),tests/,"examples/complete_example.py
examples/
generals/
tests/
README.md ","README mentions “complete example” demo script
Repository contains tests/ folder (pytest suite)
Examples folder includes complete_example.py ","PYTHONPATH=. python examples/complete_example.py (source: README “complete example”)
pytest -q (source: tests/ folder)",CPU (GPU not required),None (online autopilot requires generals.io account/lobby if used),None (built-in map generator),"Headless runs: disable/avoid GUI render (render_mode=""human"" requires display). Online play needs generals.io credentials.",Yes,"examples/complete_example.py:
total_memory_forecasted: 312.445 MB
peak_memory_forecasted: 108.120 MB

generals/core/game.py:
total_memory_forecasted: 195.633 MB
peak_memory_forecasted: 74.805 MB","examples/complete_example.py:
percent_cpu: 52.34
percent_gpu: 0.00

generals/core/game.py:
percent_cpu: 46.21
percent_gpu: 0.00"
gigaam,https://arxiv.org/abs/2506.01192,https://arxiv.org/pdf/2506.01192,https://github.com/salute-developers/gigaam,Python,1.5–2K LOC,Active,1,237 stars / 33 forks,README in repo,6,"Transformer-based Acoustic Model for Speech and Emotion Recognition. Uses Hydra configs, VAD, emotion conditioning. HuggingFace model only.", No,No,Yes,No,No,No,No,Yes,gigaam (library import) (Primary); inference_example.ipynb,,"gigaam/
inference_example.ipynb
README.md ","README usage sections show load_model(...).transcribe(...)
Repo tree exposes gigaam/ package and notebook","PYTHONPATH=. python -c ""import gigaam; print(hasattr(gigaam, 'load_model'))"" (source: README usage)
PYTHONPATH=. python -c ""import gigaam; m=gigaam.load_model('rnnt'); print(str(m.transcribe('path/to/audio.wav'))[:80])"" (source: README usage)
PYTHONPATH=. python -c ""import gigaam; m=gigaam.load_model('emo'); print(m.get_probs('path/to/audio.wav'))"" (source: README usage)
export HF_TOKEN=""your_hf_token"" (source: README long-form)
PYTHONPATH=. python -c ""import os,gigaam; os.environ['HF_TOKEN']=os.environ.get('HF_TOKEN',''); m=gigaam.load_model('ctc'); print(list(m.transcribe_longform('long_example.wav'))[:1])"" (source: README long-form)",GPU recommended (CPU works but slower),None; HF token required only for long-form VAD (pyannote models),User-provided audio files (no fixed dataset),Not compatible with NumPy 2.x. Requires manual config. No CLI or unified inference script.,Yes,"gigaam_run.py:
total_memory_forecasted: 171.708 MB","gigaam_run.py:
percent_cpu: 15.88
percent_gpu: 0.00"
formatron,https://arxiv.org/abs/2506.01151,https://arxiv.org/pdf/2506.01151,https://github.com/Dan-wanna-M/formatron/tree/master,Python,5K–10K LOC,Active,1,217 stars / 6 forks,README only; no docs,11,"Supports multiple LLM backends (ExLlamaV2, vLLM, Transformers) with structured output control via JSON schema.",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,formatron (library import) (Primary); examples/,tests/,"README.md
src/formatron/
examples/
tests/
pyproject.toml","README “Examples” section shows runnable snippets (Transformers/ExLlamaV2/vLLM)
Repo tree exposes src/formatron/, examples/, tests/, and pyproject.toml","PYTHONPATH=src python -c ""import formatron; print('formatron imported')"" (source: src/formatron/)
PYTHONPATH=src pytest -q (source: tests/)
PYTHONPATH=src python - <<'PY'\nfrom formatron.formatter import FormatterBuilder\nf=FormatterBuilder(); f.append_line('Hello, World!')\nprint('demo ok')\nPY (source: README → “Examples” pattern)",GPU recommended (CPU-only possible via Transformers but slower),None (some HF models referenced in README may require access on HuggingFace),None,"- Requires ExLlamaV2 and CUDA, which are not available on macOS without GPU.
- Transformers benchmark tries to load private HF model (Meta-Llama-3-8B-Instruct-32k) — 401 Unauthorized.
- lmformatenforcer package is not available on PyPI.",No,180 MB (startup peak),
cmbagent,https://arxiv.org/abs/2507.07257,https://arxiv.org/pdf/2507.07257,https://github.com/CMBAgents/cmbagent,Python,	3.5–4K LOC,Active,1,132 stars / 17 forks,README + usage instructions,19,"LLM-based agent framework for simulating cosmological model analysis. Uses crewAI and ConstructorAdapter to run agents solving tasks like computing H0 parameter. Includes LangChain, LangGraph, and other modern libraries.", No,No,Yes,Yes,Yes,No,Yes,No,cmbagent (console entry) (Primary); backend/run.py; cmbagent.one_shot (library),tests/,"cmbagent/
backend/run.py
cmbagent-ui/
start-cmbagent.sh
tests/
pyproject.toml
README.md ","README “Installation/Run” shows CLI (cmbagent run), library one-liner, and backend/UI startup
pyproject [project.scripts] defines package/entry points
Repo tree contains backend/, cmbagent/, tests/, start-cmbagent.sh ","PYTHONPATH=. python -c ""import cmbagent; print('cmbagent import ok')"" (source: README → “Run” import)
PYTHONPATH=. python -c ""import cmbagent; task='Draw two random numbers and give me their sum'; print(cmbagent.one_shot(task, agent='engineer', engineer_model='gpt-4o-mini'))"" (source: README “Run”; requires OPENAI_API_KEY)
PYTHONPATH=. python backend/run.py (source: README Manual Setup)
PYTHONPATH=. pytest -q (source: tests/ present)",CPU (GPU optional depending on provider/model),OPENAI_API_KEY required; optional ANTHROPIC_API_KEY; optional GOOGLE_APPLICATION_CREDENTIALS (Vertex AI),None (agents operate on prompts/RAG content; optional external repo cmbagent_data for RAG),"- Requires OpenAI API key and ACCRa config to run.
- ConstructorAdapter is loaded via private repo and git+https.
- Only works in Python ≥3.12 and needs ~15 packages.",Yes,"accra_lc_pipeline.py:
total_memory_forecasted: ~240 MB","accra_lc_pipeline.py:
percent_cpu: ~34.20
percent_gpu: 0.00"
nanoGPT,https://arxiv.org/pdf/2507.07101,https://arxiv.org/pdf/2507.07101,https://github.com/karpathy/nanoGPT,Python,3.6K LOC,Active,3,43.3 k stars / 7.2K forks,README,17,Lightweight educational GPT training from scratch, No,No,No,No,Yes,Yes,No,Yes,train.py (Primary); sample.py; data/shakespeare/prepare.py,,"train.py
sample.py
config/train_shakespeare_char.py
data/shakespeare/prepare.py
README.md ","README lists train.py, sample.py, and data-prep scripts; repo tree shows config/ and data/*/prepare.py; no tests folder","PYTHONPATH=. python data/shakespeare/prepare.py (source: README → Shakespeare data prep)
PYTHONPATH=. python train.py config/train_shakespeare_char.py --device=cpu --compile=False --eval_iters=20 --log_interval=10 --block_size=64 --batch_size=8 --n_layer=2 --n_head=2 --n_embd=128 --max_iters=100 (source: README + config/train_shakespeare_char.py; tiny CPU smoke test)
PYTHONPATH=. python train.py config/train_shakespeare_char.py --device=cuda (source: README + config/train_shakespeare_char.py; practical GPU training)
PYTHONPATH=. python sample.py --out_dir=out-shakespeare-char --device=cpu (source: README + sample.py; requires trained checkpoint)",GPU required for practical training; CPU works only for tiny smoke tests,None,Downloads Tiny Shakespeare via prepare.py; user-provided text also supported,No standard entry point; GPU training required; not executable via ACCRa,No,,
OpenDPD,https://arxiv.org/abs/2507.06849,https://arxiv.org/pdf/2507.06849,https://github.com/lab-emi/OpenDPD,Python,4.3K,Active,2,81 stars / 18 forks,README,8,Deep Parametric Decoder for reconstructing speech/audio from features., No,No,No,No,Yes,No,No,Yes,main.py (Primary); train_all_pa.sh; train_all_dpd.sh; OpenDPDv2.sh; quant_mp_dpd.sh ,,"main.py
train_all_pa.sh
train_all_dpd.sh
OpenDPDv2.sh
quant_mp_dpd.sh
README.md ","README marks main.py as main entry point and lists end-to-end commands
Repository root exposes the bash scripts alongside main.py ","python main.py --dataset_name DPA_200MHz --step train_pa --accelerator cpu (source: README)
python main.py --dataset_name DPA_200MHz --step train_dpd --accelerator cpu (source: README)
python main.py --dataset_name DPA_200MHz --step run_dpd --accelerator cpu (source: README)
bash train_all_pa.sh (source: README)
bash train_all_dpd.sh (source: README)
bash OpenDPDv2.sh (source: README)
bash quant_mp_dpd.sh (source: README)",CPU OK; GPU optional via --accelerator cuda (Apple MPS via --accelerator mps),None,"Bundled PA datasets (e.g., DPA_200MHz, APA_200MHz)",Ensure matching PyTorch/CUDA (CUDA 12.6 for GPU per README). Training can be time-consuming.,Yes,"main.py:
total_memory_forecasted: 100.809 MB
peak_memory_forecasted: 88.777 MB","main.py:
percent_cpu: 20.32
percent_gpu: 0.00"
agibotworld,https://arxiv.org/abs/2507.06219,https://arxiv.org/pdf/2507.06219,https://github.com/OpenDriveLab/AgiBot-World,Python,~1K LOC ,Active,1,2.2 k stars / 145 forks,README in repo,11,Multi-agent embodied learning in simulated 3D environments using HuggingFace LeRobot and OpenDriveLab tools; integrates vision-language models with action planning for robotic tasks., No,No,Yes,No,Yes,Yes,No,No,scripts/visualize_dataset.py (Primary); go1/shell/train.sh; evaluate/libero/convert_libero_data_to_lerobot.py; evaluate/deploy.py; evaluate/openloop_eval.py,,"scripts/visualize_dataset.py
go1/shell/train.sh
evaluate/libero/convert_libero_data_to_lerobot.py
evaluate/deploy.py
evaluate/openloop_eval.py
README.md ","README “Getting started” shows visualize, conversion, and training commands
Repo tree exposes scripts/visualize_dataset.py, go1/shell/train.sh, evaluate/* tools","python scripts/visualize_dataset.py --task-id 390 --dataset-path /path/to/lerobot/format/dataset (source: README “Visualize Datasets”)
python evaluate/libero/convert_libero_data_to_lerobot.py --data_dir /path/to/your/libero/data (source: README “Prepare Data”)
RUNNAME=<YOUR_RUNNAME> bash go1/shell/train.sh go1/configs/go1_sft_libero.py (source: README “Start Fine-tuning”)
python evaluate/deploy.py --model_path /path/to/checkpoint --data_stats_path /path/to/dataset_stats.json --port 8080 (source: README “Remote Inference”)",GPU strongly recommended (inference ~7 GB VRAM; fine-tuning full ~70 GB; action-expert-only ~24 GB); CUDA 12.4 tested,None,Requires AgiBot-World datasets (Alpha/Beta) and/or LIBERO converted to LeRobot format; optional downloads via HuggingFace/OpenDataLab,Requires specific versions of LeRobot and TorchVision; several f-string syntax errors and missing dependencies must be fixed manually to run the pipeline.,Yes,"agibot_run.py:
total_memory_forecasted: 116.232 MB
peak_memory_forecasted: 42.819 MB","agibot_run.py:
percent_cpu: 17.61
percent_gpu: 0.00"
graphrag-toolkit,https://arxiv.org/abs/2507.04127,https://arxiv.org/pdf/2507.04127,https://github.com/awslabs/graphrag-toolkit,Python,~6K LOC,Active,1,249 stars / 40 forks,README in repo,12,"Supports multi-modal RAG pipelines with graph-based chunking and retrieval. Includes tools for evaluation and benchmark integration (e.g., RAGAS), OpenAI/LLM support, and compatibility with LangChain/Streamlit.", No,No,Yes,Yes,Yes,No,No,No,graphrag/run_graph_rag_pipeline.py (Primary),,"graphrag/run_graph_rag_pipeline.py
graphrag/
README.md ",README shows graph RAG pipeline and run instructions,"OPENAI_API_KEY=your_key PYTHONPATH=. python graphrag/run_graph_rag_pipeline.py --help (source: README → “Run pipeline”)
OPENAI_API_KEY=your_key PYTHONPATH=. python graphrag/run_graph_rag_pipeline.py (source: README → “Run pipeline”)",CPU (GPU optional depending on chosen model backends),OPENAI_API_KEY (and other provider keys if used),User-provided documents/datasets (optional benchmarks via integrations),"No setup.py or pyproject.toml, making standard installation via pip install -e . fail. Requires manual setup. Some scripts rely on cloud API keys (e.g., OpenAI) and may fail silently if not configured properly.
",Yes,"graphrag/run_graph_rag_pipeline.py:
total_memory_forecasted: 394.491 MB
peak_memory_forecasted: 102.333 MB","graphrag/run_graph_rag_pipeline.py:
percent_cpu: 23.74
percent_gpu: 0.00"
pdfmathtranslate,https://arxiv.org/abs/2507.03009,https://arxiv.org/pdf/2507.03009,https://github.com/byaidu/pdfmathtranslate,Python,1.7K LOC ,Active,1,26.1 k stars / 2.3K forks,README in repo,22,Provides an end-to-end pipeline for extracting mathematical expressions from PDFs and converting them into LaTeX using GPT-based OCR and formula segmentation. Supports visual parsing and batch processing., No,No,Yes,Yes,Yes,No,No,No,main.py (Primary),,"main.py
README.m","README describes running the tool and flags
Repo tree exposes top-level main.py as runnable entry point","OPENAI_API_KEY=sk-... PYTHONPATH=. python main.py --help (source: README → usage)
OPENAI_API_KEY=sk-... PYTHONPATH=. python main.py --input path/to/file.pdf --output out_dir (source: README → usage)",CPU (GPU not required),OPENAI_API_KEY (for GPT-based OCR),User-provided PDFs,"Requires multiple heavy dependencies (e.g., pdfminer, pdfplumber); some modules may break in isolated environments without full setup.",Yes,"main.py:
total_memory_forecasted: 179.203 MB,
peak_memory_forecasted: 51.994 MB","main.py:
percent_cpu: 21.58
percent_gpu: 0.00"
Flash-VStream,https://arxiv.org/abs/2506.23825,https://arxiv.org/pdf/2506.23825,https://github.com/IVGSZ/Flash-VStream,Python,3.9K LOC,Active,1,217 stars / 15 forks,README present,13,"Streamlined framework for evaluating multimodal LLMs on video-based tasks. Supports frame extraction, table parsing, and pipeline-based model interaction.", No,No,Yes,No,Yes,Yes,No,Yes,Flash-VStream-LLaVA/realtime_cli.sh (Primary); Flash-VStream-Qwen/realtime_cli.sh,,"Flash-VStream-LLaVA/
Flash-VStream-LLaVA/realtime_cli.sh
Flash-VStream-Qwen/
Flash-VStream-Qwen/realtime_cli.sh
README.md ","Repo README lists subprojects and how to run
Subproject (LLaVA) folder contains realtime_cli.sh
Subproject (Qwen) folder contains realtime_cli.sh  ","bash -n Flash-VStream-LLaVA/realtime_cli.sh (source: Flash-VStream-LLaVA/realtime_cli.sh)
bash Flash-VStream-LLaVA/realtime_cli.sh (source: subproject README)
bash -n Flash-VStream-Qwen/realtime_cli.sh (source: Flash-VStream-Qwen/realtime_cli.sh)
bash Flash-VStream-Qwen/realtime_cli.sh (source: subproject README)",GPU recommended/required for real-time performance; CPU likely too slow,None,User-provided videos (optional benchmark datasets),Some users report empty/noisy outputs with 7B checkpoint; evaluation discrepancies tracked in Issues.,Yes,"main.py:
total_memory_forecasted: 201.113 MB
peak_memory_forecasted: 66.821 MB","main.py:
percent_cpu: 26.94
percent_gpu: 0.00
"
mteb,https://arxiv.org/abs/2506.21182,https://arxiv.org/pdf/2506.21182,https://github.com/embeddings-benchmark/mteb,Python,~6K LOC,Active,1,2.7 k stars / 451 forks,README in repo,14,Benchmarking suite for multilingual text embedding evaluation across 100+ tasks and 112 languages. Includes standardized interface and CLI tools., No,No,Yes,No,Yes,Yes,Yes,Yes,mteb (Primary); mteb/cli.py,tests/,"mteb/
mteb/cli.py
tests/
pyproject.toml
README.md ","README “Using the CLI” and “Python API” sections show commands and usage
pyproject [project.scripts] defines console entry","PYTHONPATH=. python -c ""import mteb; print(hasattr(mteb, 'MTEB'))"" (source: README → Python API)
PYTHONPATH=. python -m mteb.cli available_tasks (source: README → Using the CLI)
PYTHONPATH=. python -m mteb.cli run -m sentence-transformers/all-MiniLM-L6-v2 -t Banking77Classification --verbosity 3 (source: README → Using the CLI)",CPU (GPU optional depending on chosen model),None (HF token only if using gated models),Yes — tasks auto-download datasets (can be multiple GB),"Heavy dependencies (datasets, transformers); many tasks auto-download GBs of data; risk of system overload.",No,,
ClearerVoice-Studio,https://arxiv.org/abs/2506.19398,https://arxiv.org/pdf/2506.19398,https://github.com/modelscope/ClearerVoice-Studio,Python,~26K LOC,Active,1,3.1 k stars / 249 forks,README in repo,17,Studio for speech enhancement and denoising using neural vocoders and diffusion. Includes Gradio demo and multiple enhancement pipelines., No,No,Yes,No,Yes,Yes,No,Yes,clearvoice/demo_Numpy2Numpy.py (Primary); clearvoice (library import),,"clearvoice/
clearvoice/demo_Numpy2Numpy.py
app.py
enhancer/lcfm/wn.py
denoiser/unet.py
README.md ","README lists ClearVoice usage and example demo script
ClearVoice subfolder and example script paths confirm import and usage","PYTHONPATH=. python -c ""from clearvoice import ClearVoice; m=ClearVoice(task='speech_enhancement', model_names=['FRCRN_SE_16K']); x=m(input_path='samples/input.wav', online_write=False); m.write(x, output_path='samples/output_FRCRN_SE_16K.wav')"" (source: README → ClearVoice usage)
PYTHONPATH=. python clearvoice/demo_Numpy2Numpy.py (source: example demo script)",CPU or GPU (GPU recommended for heavy models),None,User-provided audio/video files (optional sample assets),Fails on NumPy 2.2.x — requires downgrading to NumPy < 2. See traceback with torch and internal NumPy error.,Yes,"app.py:
total_memory_forecasted: 100.414 MB
peak_memory_forecasted: 27.865 MB

enhancer/lcfm/wn.py:
total: 393.988 MB
peak: 55.320 MB

denoiser/unet.py:
total: 808.029 MB
peak: 169.307 MB","app.py:
percent_cpu: 21.72
percent_gpu: 0.00

enhancer/lcfm/wn.py:
cpu: 25.64
gpu: 0.00

denoiser/unet.py:
cpu: 22.43
gpu: 0.00"
reasoning360,https://arxiv.org/abs/2506.14965,https://arxiv.org/pdf/2506.14965,https://github.com/LLM360/Reasoning360,Python,1.2K LOC,Active,1,84 stars / 9 forks,README,22,"Benchmark suite evaluating LLM reasoning across multiple categories and datasets. Includes OpenAI, Mistral, and HuggingFace configs.", No,No,Yes,No,Yes,Yes,Yes,Yes,examples/eval_reasoning360.py (Primary); scripts/train/example_multinode_rl_qwen2.5_32b_base_fsdp.sh,tests/,"examples/eval_reasoning360.py
scripts/train/example_multinode_rl_qwen2.5_32b_base_fsdp.sh
tests/
README.md ","README “Evaluation” section references examples/eval_reasoning360.py
README “RL Training” section references scripts/train/example_multinode_rl_qwen2.5_32b_base_fsdp.sh
Repo tree shows examples/, scripts/, and tests/ folders","PYTHONPATH=. python examples/eval_reasoning360.py --help (source: README → “Evaluation”)
sbatch scripts/train/example_multinode_rl_qwen2.5_32b_base_fsdp.sh (source: README → “RL Training”)
PYTHONPATH=. pytest -q (source: tests/ present)",GPU strongly recommended (README shows CUDA 12.4 in install steps); CPU feasible only for small/local models,"Optional provider keys (e.g., OPENAI_API_KEY, MISTRAL_API_KEY); HuggingFace token if using gated models",Evaluation datasets auto-download; RL training recommends LLM360/guru-RL-92k from Hugging Face,ImportError: cannot import name 'is_mistral_model' from 'llms.utils'; likely due to refactor or missing file. Requires manual config setup.,Yes,"eval_reasoning360.py:
total: 99.083 MB
peak: 66.274 MB","eval_reasoning360.py:
cpu: 27.68
gpu: 0.00"
FlexRAG,https://arxiv.org/abs/2506.12494,https://arxiv.org/pdf/2506.12494,https://github.com/ictnlp/FlexRAG,Python,12.8K LOC,Active,2,204 stars / 19 forks,README + API,18,"Modular Retrieval-Augmented Generation (RAG) framework. Supports flexible retriever/generator combinations, lightweight inference, configurable benchmarks, and document corpora.", No,No,Yes,Yes,Yes,Yes,Yes,No,python -m flexrag.entrypoints.run_interactive (Primary); python -m flexrag.entrypoints.eval_assistant; python -m flexrag.entrypoints.prepare_retriever; python -m flexrag.entrypoints.add_index; python -m flexrag.entrypoints.cache; python -m flexrag.entrypoints.serve_retriever,tests/,"src/flexrag/entrypoints/run_interactive.py
src/flexrag/entrypoints/eval_assistant.py
src/flexrag/entrypoints/prepare_retriever.py
src/flexrag/entrypoints/add_index.py
src/flexrag/entrypoints/cache.py
src/flexrag/entrypoints/serve_retriever.py
src/flexrag/
tests/
README.md
pyproject.toml","Docs “Entrypoints / Quickstart” describe run_interactive/eval_assistant and config — https://flexrag.readthedocs.io/en/stable/
Repo README/news references new run_retriever and points to docs; repo tree shows src/flexrag/ and tests/
Hugging Face org lists prebuilt retrievers used by examples — https://huggingface.co/FlexRAG ","PYTHONPATH=src OPENAI_API_KEY=sk-... python -m flexrag.entrypoints.run_interactive assistant_type=modular modular_config.retriever_type='FlexRAG/enwiki_2021_atlas' modular_config.response_type=original modular_config.generator_type=openai modular_config.openai_config.model_name='gpt-4o-mini' modular_config.openai_config.api_key=$OPENAI_API_KEY modular_config.do_sample=False (source: Docs “Quickstart / Entrypoints”)
PYTHONPATH=src OPENAI_API_KEY=sk-... python -m flexrag.entrypoints.eval_assistant name=nq split=test assistant_type=modular modular_config.retriever_type='FlexRAG/enwiki_2021_atlas' modular_config.response_type=short modular_config.generator_type=openai modular_config.openai_config.model_name='gpt-4o-mini' modular_config.openai_config.api_key=$OPENAI_API_KEY modular_config.do_sample=False eval_config.metrics_type=[retrieval_success_rate,generation_f1,generation_em] log_interval=100 (source: Docs “Evaluate Assistant”)
PYTHONPATH=src python -m flexrag.entrypoints.prepare_retriever input_dir=/path/to/docs output_dir=/path/to/index kind=dense (source: Docs “Prepare Retriever”)
PYTHONPATH=src python -m flexrag.entrypoints.add_index index_dir=/path/to/index (source: Docs “Add Index”)",CPU OK (retrieval/indexing); GPU recommended for local HF/vLLM generators; online generators (OpenAI) don’t use local GPU,OPENAI_API_KEY (typical); others optional depending on chosen components,"Uses prebuilt HF retrievers (e.g., FlexRAG/enwiki_2021_atlas) or user-prepared corpora via prepare_retriever/add_index","- Heavy download of pretrained retrievers/generators if not configured.
- Requires setting FLEXRAG_CONFIG in .env.
- Some scripts use HF models without fallback if offline.",Yes,"retriever_main.py:
total_memory_forecasted: 139.008 MB
peak_memory_forecasted: 57.241 MB","retriever_main.py:
percent_cpu: 22.34
percent_gpu: 0.00"
FlagEvalMM,https://arxiv.org/abs/2506.09081,https://arxiv.org/pdf/2506.09081,https://github.com/flageval-baai/FlagEvalMM,Python,~4.6K LOC,Active,1,78 stars / 17 forks,README + examples,34,"Framework for evaluating multi-modal LLMs on vision-language tasks. Supports CLIP, MME, CMMU, SEED-Bench, etc.", No,No,Yes,No,Yes,Yes,No,Yes,"Framework for evaluating multi-modal LLMs on vision-language tasks; supports CLIP, MME, CMMU, SEED-Bench and others; runnable demo via main retriever script",,"run_retriever.py
examples/
README.md ","README mentions run_retriever.py and example scripts
Repo tree shows run_retriever.py and examples/ ","PYTHONPATH=. python run_retriever.py --help (source: README/examples)
PYTHONPATH=. python run_retriever.py --model <MODEL_NAME> --dataset <DATASET_NAME> (source: README/examples)",CPU or GPU (GPU recommended for VLM backends),"Optional provider keys if using cloud models (e.g., OpenAI/Mistral); Hugging Face token if using gated checkpoints","Requires download of benchmark datasets (e.g., MME, CMMU, SEED-Bench)",,Yes,"run_retriever.py
total_memory_forecasted: 400.229 MB
peak_memory_forecasted: 143.576 MB","run_retriever.py
percent_cpu: 28.49
percent_gpu: 0.00"
SeerAttention,https://arxiv.org/abs/2506.08889,https://arxiv.org/pdf/2506.08889,https://github.com/microsoft/SeerAttention,Python,20.9K LOC,Active,1,141 stars / 13 forks,README,11,"Visual attention analysis toolkit for interpreting transformer-based vision models. Built by Microsoft. Includes demos, evaluation, and visualization.", No,No,Yes,No,Yes,Yes,No,Yes,distillation_prefill.py (Primary); distillation_decode.py ,,"distillation_prefill.py
distillation_decode.py
eval/
seer_attn/
README.md
pyproject.toml","README (Quick Start, usage mentions distillation/inference adapters)
Repo files show distillation_prefill.py and distillation_decode.py ","PYTHONPATH=. python -c ""from seer_attn import SeerAttnLlamaForCausalLM; import transformers, torch; print('seer_attn import OK')"" (source: README Quick Start)
PYTHONPATH=. python distillation_prefill.py --help (source: distillation_prefill.py)
PYTHONPATH=. python distillation_decode.py --help (source: distillation_decode.py)",GPU recommended/required for practical runs (examples target CUDA with bfloat16); CPU is impractical,"Hugging Face token may be required for gated base models (e.g., Meta Llama, DeepSeek)",None fixed; evaluation scripts may download benchmark data as configured,,Yes,"main.py:
total_memory_forecasted: 215.978 MB
peak_memory_forecasted: 58.123 MB","main.py:
percent_cpu: 28.64
percent_gpu: 0.00"
lightllm,https://arxiv.org/abs/2506.03887,https://arxiv.org/pdf/2506.03887,https://github.com/ModelTC/lightllm,Python,	55.2K LOC,Active,1,3.4 k stars / 271 forks,README + scripts,11,Lightweight inference library for large language models using FlashAttention2 and Triton.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,python -m lightllm.server.api_server (Primary),test/,"lightllm/server/api_server.py
lightllm/
test/
README.md ","README “Quick Start” shows python -m lightllm.server.api_server …
Repo tree exposes lightllm/server/api_server.py and test/","PYTHONPATH=. python -m lightllm.server.api_server --model_dir /path/to/Qwen3-8B (source: README “Quick Start”)
curl http://127.0.0.1:8000/generate
 -H ""Content-Type: application/json"" -d '{""inputs"":""What is AI?"",""parameters"":{""max_new_tokens"":17}}' (source: README “Quick Start” endpoint)
PYTHONPATH=. pytest -q test (source: tests/ present)","GPU required (Linux; NVIDIA CUDA, compute capability ≥ 7.0)",None,None (requires local HF weights in --model_dir),Service may fail to start with low Docker shared memory; ensure correct Triton version for your GPU; installation guide targets Linux/Py3.9.,Yes,"lightllm_test_infer.py:
total_memory_forecasted: 203.644 MB
peak_memory_forecasted: 51.847 MB","lightllm_test_infer.py:
percent_cpu: 22.81
percent_gpu: 0.00"
